,molecule_chembl_id,canonical_smiles,standard_value,standard_units,target_chembl_id,target_organism,MW,LogP,HBA,HBD,RotatableBonds,violations,uM,pMIC_ug/mL-1,pMIC_uM,NEW_SMILES,ROMol,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Molecule,QED,SA,Dataset
55,CHEMBL403276,COc1ccc(N2C(=O)C(N=[N+]=[N-])C2c2ccccc2)cc1,128.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,294.111675688,3.4620000000000015,3,0,4.0,0.0,434.9096543147794,-2.1072099696478683,-2.6383990484312543,COc1ccc(N2C(=O)C(N=[N+]=[N-])C2c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3370>,3.4620000000000015,78.3,0.1875,3,6,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84350>,0.3744241422406542,3.103765973611784,Fusarium oxysporum
56,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,8.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,306.10406544399996,0.7357999999999993,7,1,5.0,0.0,26.120231425250427,-0.9030899869919435,-1.416977020469192,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3680>,0.7357999999999993,81.64999999999999,0.23076923076923078,3,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d843c0>,0.7515159753061997,2.769642038505438,Fusarium oxysporum
58,CHEMBL272104,C#CCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,128.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,429.32429423599996,4.142700000000004,3,3,5.0,0.0,297.92037612447467,-2.1072099696478683,-2.474100207598378,C#CCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2dc0>,4.142700000000004,69.56,0.8888888888888888,4,4,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d844a0>,0.5753580725367929,4.5827078866300655,Fusarium oxysporum
59,CHEMBL272317,C#CCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,128.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,445.319208856,3.113500000000001,4,4,5.0,0.0,287.2247803179218,-2.1072099696478683,-2.4582219059430903,C#CCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2810>,3.113500000000001,89.79,0.8888888888888888,4,5,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84580>,0.48967395741181147,4.753738222937405,Fusarium oxysporum
60,CHEMBL401669,C#CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,128.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,430.30830982399993,4.569700000000005,4,2,5.0,0.0,297.23961925462504,-2.1072099696478683,-2.47310669632973,C#CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc28f0>,4.569700000000005,66.76,0.8888888888888888,4,4,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84660>,0.495252640924934,4.622934183588921,Fusarium oxysporum
61,CHEMBL255830,C#CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,128.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,446.3032244439999,3.5405000000000024,5,3,5.0,0.0,286.59197363353826,-2.1072099696478683,-2.457264023271808,C#CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2960>,3.5405000000000024,86.99000000000001,0.8888888888888888,4,5,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84740>,0.44417077278575884,4.793050285874466,Fusarium oxysporum
62,CHEMBL406204,COc1ccc(N2C(=O)C(N=[N+]=[N-])C2c2ccc(Cl)cc2)cc1,128.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,328.072703336,4.115400000000003,3,0,4.0,0.0,389.3429533488056,-2.1072099696478683,-2.590332318882113,COc1ccc(N2C(=O)C(N=[N+]=[N-])C2c2ccc(Cl)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2a40>,4.115400000000003,78.3,0.1875,3,7,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84820>,0.3661179554908425,3.157634054656681,Fusarium oxysporum
63,CHEMBL402433,O=C1C2Nc3ccccc3C2CC[C@@]12[C@@H](c1ccccc1)C1CCCN1[C@@]21C(=O)Nc2ccccc21,125.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,475.22597716800004,5.023000000000004,4,2,1.0,1.0,262.83032515265177,-2.0969100130080562,-2.419675472328594,O=C1C2Nc3ccccc3C2CC[C@@]12[C@@H](c1ccccc1)C1CCCN1[C@@]21C(=O)Nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2c00>,5.023000000000004,61.440000000000005,0.3548387096774194,8,5,1,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84900>,0.5187415134768196,4.947187889109397,Fusarium oxysporum
64,CHEMBL70971,COC(=O)Nc1nc2ccccc2[nH]1,18.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,191.069476528,1.7411999999999996,3,2,1.0,0.0,94.14718343009571,-1.255272505103306,-1.9738073319037777,COC(=O)Nc1nc2ccccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2c70>,1.7411999999999996,67.00999999999999,0.1111111111111111,2,5,1,<rdkit.Chem.rdchem.Mol object at 0x7a2419d849e0>,0.720984649471693,1.9665140472306,Fusarium oxysporum
66,CHEMBL255558,O=C1C2Nc3ccccc3C2CC[C@@]12[C@@H](c1ccc([N+](=O)[O-])cc1)C1CCCN1[C@@]21C(=O)Nc2ccccc21,75.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,520.211055376,4.931200000000004,6,2,2.0,1.0,144.06758498546833,-1.8750612633917,-2.1585662761259203,O=C1C2Nc3ccccc3C2CC[C@@]12[C@@H](c1ccc([N+](=O)[O-])cc1)C1CCCN1[C@@]21C(=O)Nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2b90>,4.931200000000004,104.57999999999998,0.3548387096774194,8,8,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84ac0>,0.36678545796839784,5.072116774976631,Fusarium oxysporum
70,CHEMBL402432,Cc1ccc([C@H]2C3CCCN3[C@@]3(C(=O)Nc4ccccc43)[C@]23CCC2c4ccccc4NC2C3=O)cc1,75.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,489.241627232,5.331420000000004,4,2,1.0,1.0,153.1803300117029,-1.8750612633917,-2.1852030008329333,Cc1ccc([C@H]2C3CCCN3[C@@]3(C(=O)Nc4ccccc43)[C@]23CCC2c4ccccc4NC2C3=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc33e0>,5.331420000000004,61.440000000000005,0.375,8,5,1,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84ba0>,0.4850373600358341,4.980869814251277,Fusarium oxysporum
96,CHEMBL452419,Cc1ccc(C2=NOC(C#N)CC2)cc1,25.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,200.094963004,2.401700000000001,3,0,1.0,0.0,124.84955628467698,-1.3979400086720377,-2.0963870032075205,Cc1ccc(C2=NOC(C#N)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3450>,2.401700000000001,45.379999999999995,0.3333333333333333,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2fb50>,0.6983311362189749,3.1412369052867817,Fusarium oxysporum
97,CHEMBL472980,Cc1ccc(C2=NOC(CCl)CC2)cc1,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,223.076391748,3.116920000000002,2,0,2.0,0.0,67.05319106136263,-1.1760912590556813,-1.826419450753824,Cc1ccc(C2=NOC(CCl)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2260>,3.116920000000002,21.59,0.4166666666666667,2,3,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2f6f0>,0.7063927926954847,2.926476619061379,Fusarium oxysporum
98,CHEMBL473381,Cc1ccc(C2=NOC(CO)CC2)cc1,25.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,205.11027872,1.87042,3,1,2.0,0.0,121.79852575064433,-1.3979400086720377,-2.085642031628261,Cc1ccc(C2=NOC(CO)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2d50>,1.87042,41.82,0.4166666666666667,2,3,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2fdf0>,0.8004340954252009,2.7874097138735436,Fusarium oxysporum
99,CHEMBL450269,Cc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,309.136493468,3.8495200000000027,4,0,3.0,0.0,32.324277148352266,-1.0,-1.5095288217506697,Cc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc31b0>,3.8495200000000027,40.05,0.3157894736842105,4,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2e8f0>,0.8643608434191528,2.8505165995493016,Fusarium oxysporum
100,CHEMBL473977,Cc1ccc(C2=NOC(C#N)CC2)cc1C,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,214.110613068,2.7101200000000008,3,0,1.0,0.0,70.00578714507067,-1.1760912590556813,-1.8451339431754454,Cc1ccc(C2=NOC(C#N)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2f80>,2.7101200000000008,45.379999999999995,0.38461538461538464,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2ec00>,0.7210989887184466,3.240925392421536,Fusarium oxysporum
101,CHEMBL473978,Cc1ccc(C2=NOC(CCl)CC2)cc1C,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,237.092041812,3.425340000000002,2,0,2.0,0.0,42.064526984394064,-1.0,-1.6239160096376386,Cc1ccc(C2=NOC(CCl)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3300>,3.425340000000002,21.59,0.46153846153846156,2,3,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2eb90>,0.7226067439919424,3.035710007806151,Fusarium oxysporum
102,CHEMBL489217,Cc1ccc(C2=NOC(CO)CC2)cc1C,25.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,219.125928784,2.17884,3,1,2.0,0.0,114.00740592108866,-1.3979400086720377,-2.056933064022375,Cc1ccc(C2=NOC(CO)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2650>,2.17884,41.82,0.46153846153846156,2,3,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2f220>,0.8279474941506335,2.9028238539599975,Fusarium oxysporum
103,CHEMBL474171,Cc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1C,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,323.152143532,4.157940000000003,4,0,3.0,0.0,30.922224421135947,-1.0,-1.4902707277778822,Cc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3760>,4.157940000000003,40.05,0.35,4,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2eea0>,0.851385230459917,2.941464885898389,Fusarium oxysporum
104,CHEMBL466772,CCOC(=O)C1CCC(c2ccc(C)c(C)c2)=NO1,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,261.136493468,2.749640000000001,4,0,3.0,0.0,57.40066814377719,-1.1760912590556813,-1.7589169476151643,CCOC(=O)C1CCC(c2ccc(C)c(C)c2)=NO1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc30d0>,2.749640000000001,47.89,0.4666666666666667,2,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2ed50>,0.7859642969967746,2.8824861218459077,Fusarium oxysporum
105,CHEMBL474172,N#CC1CCC(c2ccc3c(c2)CCC3)=NO1,35.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,226.110613068,2.5819800000000006,3,0,1.0,0.0,154.6763066833423,-1.5440680443502757,-2.1894237935652767,N#CC1CCC(c2ccc3c(c2)CCC3)=NO1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3bc0>,2.5819800000000006,45.379999999999995,0.42857142857142855,3,3,1,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2ee30>,0.7384101661617108,3.3176428835291443,Fusarium oxysporum
106,CHEMBL474758,ClCC1CCC(c2ccc3c(c2)CCC3)=NO1,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,249.092041812,3.297200000000002,2,0,2.0,0.0,40.04148297636352,-1.0,-1.6025101536355735,ClCC1CCC(c2ccc3c(c2)CCC3)=NO1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc38b0>,3.297200000000002,21.59,0.5,3,3,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2eab0>,0.7373560694812872,3.1329490373752993,Fusarium oxysporum
107,CHEMBL466040,OCC1CCC(c2ccc3c(c2)CCC3)=NO1,25.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,231.125928784,2.0507,3,1,2.0,0.0,108.08707494757779,-1.3979400086720377,-2.0337737641239872,OCC1CCC(c2ccc3c(c2)CCC3)=NO1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc2e30>,2.0507,41.82000000000001,0.5,3,3,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2f450>,0.846037622428976,3.01335149891376,Fusarium oxysporum
108,CHEMBL474762,c1cc2c(cc1CC1CCC(c3ccc4c(c3)CCC4)=NO1)OCO2,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,335.15214353199997,4.029800000000003,4,0,3.0,0.0,44.72231912058031,-1.1760912590556813,-1.6505243162369592,c1cc2c(cc1CC1CCC(c3ccc4c(c3)CCC4)=NO1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3290>,4.029800000000003,40.05,0.38095238095238093,5,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2fc30>,0.8500919443086743,3.039088460942155,Fusarium oxysporum
109,CHEMBL443138,CCOC(=O)C1CCC(c2ccc3c(c2)CCC3)=NO1,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,273.136493468,2.621500000000001,4,0,3.0,0.0,36.585544319728385,-1.0,-1.5633095208507806,CCOC(=O)C1CCC(c2ccc3c(c2)CCC3)=NO1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3060>,2.621500000000001,47.89,0.5,3,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419f2f680>,0.7953417909939203,2.9913408822259147,Fusarium oxysporum
110,CHEMBL451878,COc1ccc(C2=NOC(C#N)CC2)cc1,30.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,216.089877624,2.10188,4,0,2.0,0.0,138.73473917869038,-1.4771212547196624,-2.1421852220289934,COc1ccc(C2=NOC(C#N)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3ed0>,2.10188,54.61,0.3333333333333333,2,4,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84c80>,0.7602543659793624,3.064376629879731,Fusarium oxysporum
111,CHEMBL443170,COc1ccc(C2=NOC(CCl)CC2)cc1,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,239.071306368,2.817100000000001,3,0,3.0,0.0,41.71846709664501,-1.0,-1.6203283423312183,COc1ccc(C2=NOC(CCl)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a2419dc3f40>,2.817100000000001,30.82,0.4166666666666667,2,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84d60>,0.7598135889845483,2.863622449277724,Fusarium oxysporum
112,CHEMBL474763,COc1ccc(C2=NOC(CO)CC2)cc1,30.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,221.10519334,1.5706,4,1,3.0,0.0,135.58954333441807,-1.4771212547196624,-2.132226198032016,COc1ccc(C2=NOC(CO)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bc040>,1.5706,51.05,0.4166666666666667,2,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84e40>,0.8424814077613058,2.733625124863009,Fusarium oxysporum
113,CHEMBL474183,COc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1,35.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,325.131408088,3.5497000000000023,5,0,4.0,0.0,107.57182724579238,-1.5440680443502757,-2.0316985457379553,COc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bc0b0>,3.5497000000000023,49.28,0.3157894736842105,4,5,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d84f20>,0.8624198498682739,2.834439883576767,Fusarium oxysporum
114,CHEMBL453477,CCOC(=O)C1CCC(c2ccc(OC)cc2)=NO1,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,263.115758024,2.1414,5,0,4.0,0.0,37.9805008108837,-1.0,-1.579560687045793,CCOC(=O)C1CCC(c2ccc(OC)cc2)=NO1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bc120>,2.1414,57.120000000000005,0.42857142857142855,2,5,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d85000>,0.7808756959053598,2.740228937520799,Fusarium oxysporum
115,CHEMBL474184,COc1ccc(C2=NOC(C#N)CC2)cc1OC,30.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,246.100442308,2.11048,5,0,3.0,0.0,121.81949599213861,-1.4771212547196624,-2.0857167983480833,COc1ccc(C2=NOC(C#N)CC2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7a24137bc190>,2.11048,63.84,0.38461538461538464,2,5,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d850e0>,0.8189393510756289,3.0902804878614987,Fusarium oxysporum
116,CHEMBL446498,COc1ccc(C2=NOC(CCl)CC2)cc1OC,10.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,269.081871052,2.825700000000001,4,0,4.0,0.0,37.07438604816705,-1.0,-1.5690739678433478,COc1ccc(C2=NOC(CCl)CC2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7a24137bc200>,2.825700000000001,40.05,0.46153846153846156,2,5,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d85230>,0.7893690253154949,2.909208089671454,Fusarium oxysporum
117,CHEMBL474185,COc1ccc(C2=NOC(CO)CC2)cc1OC,30.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,251.115758024,1.5792,5,1,4.0,0.0,119.38777946689379,-1.4771212547196624,-2.076959874685203,COc1ccc(C2=NOC(CO)CC2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7a24137bc270>,1.5792,60.28,0.46153846153846156,2,5,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d85310>,0.8822022226242128,2.7919556009836715,Fusarium oxysporum
